Time (s),AI 2/Load Cell of Pull Sled (lbf),Formula 2/Pull Sled Speed (mph),Formula 6/Sled Pull Distance (ft)
0.00000000,-7.67817878723145,0,0
0.00500000,-7.54799509048462,0,0
0.01000000,-7.81956148147583,0,0
0.01500000,-7.75236988067627,0,0
0.02000000,-7.52139854431152,0,0
0.02500000,-7.63478422164917,0,0
0.03000000,-7.65998125076294,0,0
0.03500000,-7.61238718032837,0,0
0.04000000,-7.7159743309021,0,0
0.04500000,-7.54379558563232,0,0
0.05000000,-7.53819608688354,0,0
0.05500000,-7.62078619003296,0,0
0.06000000,-7.73277235031128,0,0
0.06500000,-7.58859014511108,0,0
0.07000000,-7.67817878723145,0,0
0.07500000,-7.63058471679688,0,0
0.08000000,-7.75656938552856,0,0
0.08500000,-7.58859014511108,0,0
0.09000000,-7.66278076171875,0,0
0.09500000,-7.57739162445068,0,0
0.10000000,-7.64038372039795,0,0
0.10500000,-7.61658668518066,0,0
0.11000000,-7.52419805526733,0,0
0.11500000,-7.7159743309021,0,0
0.12000000,-7.67397928237915,0,0
0.12500000,-7.69637680053711,0,0
0.13000000,-7.70197582244873,0,0
0.13500000,-7.7005763053894,0,0
0.14000000,-7.74257087707519,0,0
0.14500000,-7.69497680664062,0,0
0.15000000,-7.67397928237915,0,0
0.15500000,-7.7383713722229,0,0
0.16000000,-7.69077730178833,0,0
0.16500000,-7.70197582244873,0,0
0.17000000,-7.65438175201416,0,0
0.17500000,-7.63758420944214,0,0
0.18000000,-7.72997236251831,0,0
0.18500000,-7.74537086486816,0,0
0.19000000,-7.71037483215332,0,0
0.19500000,-7.68657779693603,0,0
0.20000000,-7.66838026046753,0,0
0.20500000,-7.72857284545898,0,0
0.21000000,-7.5605936050415,0,0
0.21500000,-7.69917631149292,0,0
0.22000000,-7.5941891670227,0,0
0.22500000,-7.59978866577148,0,0
0.23000000,-7.50320053100586,0,0
0.23500000,-7.69637680053711,0,0
0.24000000,-7.63058471679688,0,0
0.24500000,-7.71317481994629,0,0
0.25000000,-7.64178323745727,0,0
0.25500000,-7.61238718032837,0,0
0.26000000,-7.75096988677978,0,0
0.26500000,-7.5941891670227,0,0
0.27000000,-7.60258817672729,0,0
0.27500000,-7.59978866577148,0,0
0.28000000,-7.55219459533691,0,0
0.28500000,-7.5717921257019,0,0
0.29000000,-7.65578174591064,0,0
0.29500000,-7.62778520584106,0,0
0.30000000,-7.66977977752686,0,0
0.30500000,-7.66278076171875,0,0
0.31000000,-7.64598274230957,0,0
0.31500000,-7.60958766937256,0,0
0.32000000,-7.67397928237915,0,0
0.32500000,-7.73697185516357,0,0
0.33000000,-7.61658668518066,0,0
0.33500000,-7.66698026657105,0,0
0.34000000,-7.61238718032837,0,0
0.34500000,-7.63198471069336,0,0
0.35000000,-7.59978866577148,0,0
0.35500000,-7.54799509048462,0,0
0.36000000,-7.57739162445068,0,0
0.36500000,-7.83635950088501,0,0
0.37000000,-7.60818767547607,0,0
0.37500000,-7.7005763053894,0,0
0.38000000,-7.66838026046753,0,0
0.38500000,-7.75096988677978,0,0
0.39000000,-7.58439064025879,0,0
0.39500000,-7.64598274230957,0,0
0.40000000,-7.71037483215332,0,0
0.40500000,-7.61798620223999,0,0
0.41000000,-7.7159743309021,0,0
0.41500000,-7.70197582244873,0,0
0.42000000,-7.67257976531982,0,0
0.42500000,-7.62778520584106,0,0
0.43000000,-7.52559757232666,0,0
0.43500000,-7.54519557952881,0,0
0.44000000,-7.66278076171875,0,0
0.44500000,-7.66977977752686,0,0
0.45000000,-7.63758420944214,0,0
0.45500000,-7.73417186737061,0,0
0.46000000,-7.58159112930298,0,0
0.46500000,-7.72297334671021,0,0
0.47000000,-7.4430079460144,0,0
0.47500000,-7.65298223495483,0,0
0.48000000,-7.64178323745727,0,0
0.48500000,-7.59558916091919,0,0
0.49000000,-7.77476692199707,0,0
0.49500000,-7.52419805526733,0,0
0.50000000,-7.61798620223999,0,0
0.50500000,-7.74257087707519,0,0
0.51000000,-7.60818767547607,0,0
0.51500000,-7.5717921257019,0,0
0.52000000,-7.63058471679688,0,0
0.52500000,-7.55639410018921,0,0
0.53000000,-7.60818767547607,0,0
0.53500000,-7.72297334671021,0,0
0.54000000,-7.58019113540649,0,0
0.54500000,-7.56619262695313,0,0
0.55000000,-7.58998966217041,0,0
0.55500000,-7.598388671875,0,0
0.56000000,-7.5493950843811,0,0
0.56500000,-7.67817878723145,0,0
0.57000000,-7.67257976531982,0,0
0.57500000,-7.66418075561523,0,0
0.58000000,-7.69077730178833,0,0
0.58500000,-7.65998125076294,0,0
0.59000000,-7.57459163665772,0,0
0.59500000,-7.5941891670227,0,0
0.60000000,-7.74677038192749,0,0
0.60500000,-7.70617532730103,0,0
0.61000000,-7.5941891670227,0,0
0.61500000,-7.67677927017212,0,0
0.62000000,-7.55639410018921,0,0
0.62500000,-7.55779361724854,0,0
0.63000000,-7.7005763053894,0,0
0.63500000,-7.58159112930298,0,0
0.64000000,-7.55639410018921,0,0
0.64500000,-7.7383713722229,0,0
0.65000000,-7.62638521194458,0,0
0.65500000,-7.69077730178833,0,0
0.66000000,-7.61658668518066,0,0
0.66500000,-7.50180053710937,0,0
0.67000000,-7.69077730178833,0,0
0.67500000,-7.67677927017212,0,0
0.68000000,-7.61238718032837,0,0
0.68500000,-7.79436445236206,0,0
0.69000000,-7.69637680053711,0,0
0.69500000,-7.72297334671021,0,0
0.70000000,-7.5493950843811,0,0
0.70500000,-7.67817878723145,0,0
0.71000000,-7.71877384185791,0,0
