Time (s),AI 2/Load Cell of Pull Sled (lbf),Formula 2/Pull Sled Speed (mph),Formula 6/Sled Pull Distance (ft)
8.84000000,852.825012207031,0.523347005589995,0.0491803278285407
8.84500000,833.997375488281,0.524337728088442,0.0491803278285407
8.85000000,838.208068847656,0.525348051179199,0.0737704917428111
8.85500000,843.265625,0.538622131403037,0.0737704917428111
8.86000000,843.422424316406,0.551896211626876,0.0737704917428111
8.86500000,851.11865234375,0.565170291850714,0.0737704917428111
8.87000000,876.92724609375,0.578444372074552,0.0737704917428111
8.87500000,912.960205078125,0.591718452298391,0.0737704917428111
8.88000000,960.918273925781,0.595264380361015,0.0983606556570814
8.88500000,997.099609375,0.58474586228187,0.0983606556570814
8.89000000,1002.62054443359,0.574227344202725,0.0983606556570814
8.89500000,1010.82214355469,0.563708826123579,0.0983606556570814
8.90000000,1022.8564453125,0.553190308044434,0.0983606556570814
8.90500000,1042.38122558594,0.542671789965288,0.0983606556570814
8.91000000,1041.99914550781,0.536436186269713,0.122950819571352
8.91500000,1040.68041992188,0.560750832049136,0.122950819571352
8.92000000,1060.94995117188,0.58506547782856,0.122950819571352
8.92500000,1092.28930664062,0.609380123607983,0.122950819571352
8.93000000,1129.91247558594,0.633694769387407,0.122950819571352
8.93500000,1155.90869140625,0.657845661816435,0.147540983485622
8.94000000,1179.81494140625,0.674946255332683,0.147540983485622
8.94500000,1176.10534667969,0.692046848848932,0.147540983485622
8.95000000,1121.92785644531,0.70914744236518,0.147540983485622
8.95500000,1040.47473144531,0.726248035881429,0.147540983485622
8.96000000,962.612060546875,0.760370872646211,0.172131147399892
8.96500000,889.849060058594,0.814222617534403,0.172131147399892
8.97000000,821.264526367187,0.868074362422596,0.172131147399892
8.97500000,750.986206054687,0.921926107310789,0.172131147399892
8.98000000,708.756225585938,0.940450596962741,0.196721311314163
8.98500000,683.944274902344,0.953045927467954,0.196721311314163
8.99000000,673.869689941406,0.965641257973166,0.196721311314163
8.99500000,666.836975097656,0.981049573631114,0.221311475228433
9.00000000,672.86181640625,1.0005011729614,0.221311475228433
9.00500000,684.768798828125,1.01995277229168,0.221311475228433
9.01000000,693.153747558594,1.03631882564477,0.245901639142704
9.01500000,686.696350097656,1.03800469760874,0.245901639142704
9.02000000,658.27001953125,1.03969056957272,0.245901639142704
9.02500000,620.504089355469,1.04137644153669,0.245901639142704
9.03000000,572.026672363281,1.06480161044646,0.270491803056974
9.03500000,534.834655761719,1.08927621845478,0.270491803056974
9.04000000,498.134002685547,1.11375082646309,0.270491803056974
