Time (s),AI 2/Load Cell of Pull Sled (lbf),Formula 2/Pull Sled Speed (mph),Formula 6/Sled Pull Distance (ft)
14.77500000,555.330932617188,4.54853598876715,14.7295081846479
14.78000000,598.413452148438,4.55534426695271,14.7540983485622
14.78500000,651.01611328125,4.53568475074538,14.8032786763908
14.79000000,652.513977050781,4.52686571148379,14.827868840305
14.79500000,659.78466796875,4.57190451399754,14.8524590042193
14.80000000,682.743225097656,4.54266345750403,14.9016393320478
14.80500000,677.465881347656,4.52856063739193,14.9262294959621
14.81000000,622.608032226563,4.5001650542463,14.9508196598764
14.81500000,648.857604980469,4.52441332026446,14.9999999877049
14.82000000,634.860717773437,4.51389782620706,15.0245901516192
14.82500000,605.229187011719,4.45965086095077,15.0491803155335
14.83000000,598.281860351562,4.48710486486317,15.098360643362
14.83500000,620.441101074219,4.6071438380549,15.1229508072763
14.84000000,604.175109863281,4.51274269612125,15.1475409711905
14.84500000,609.851440429688,4.53589553642747,15.1967212990191
14.85000000,684.23681640625,4.53530078358274,15.2213114629334
14.85500000,695.732238769531,4.55690194482902,15.2704917907619
14.86000000,668.905944824219,4.57794928858343,15.2950819546762
14.86500000,643.777648925781,4.62172432926587,15.3196721185904
14.87000000,637.353820800781,4.60590767813665,15.368852446419
14.87500000,595.832153320312,4.51345500473583,15.3934426103332
14.88000000,639.279968261719,4.55108246295685,15.4180327742475
14.88500000,703.523681640625,4.55673917260235,15.4672131020761
14.89000000,722.790893554687,4.44038047247696,15.4918032659903
14.89500000,749.787963867187,4.31184684021172,15.5163934299046
14.90000000,761.015991210937,4.24756179193361,15.5655737577331
14.90500000,737.489074707031,4.21959325181716,15.5901639216474
14.91000000,680.454528808594,4.18559473515919,15.6147540855617
14.91500000,713.283264160156,4.21724678098572,15.6393442494759
14.92000000,704.667297363281,4.2113030290568,15.6885245773045
14.92500000,672.896850585938,4.16042774721157,15.7131147412188
14.93000000,679.66357421875,4.12897273211297,15.737704905133
14.93500000,719.704284667969,4.09761616423882,15.7622950690473
14.94000000,719.18212890625,4.13864317538134,15.7868852329616
14.94500000,732.852844238281,4.10272658020532,15.8360655607901
14.95000000,795.983642578125,4.12836551148166,15.8606557247044
14.95500000,770.002868652344,4.24718265119287,15.8852458886186
14.96000000,747.689636230469,4.32674480308906,15.9098360525329
14.96500000,746.470336914062,4.37800108203671,15.9590163803615
14.97000000,757.282653808594,4.42571499179817,15.9836065442757
14.97500000,705.259460449219,4.43091218574606,16.00819670819
14.98000000,721.190856933594,4.44980831922382,16.0573770360185
14.98500000,788.689147949219,4.37489007158589,16.0819671999328
14.99000000,794.015502929688,4.38921332166365,16.1065573638471
14.99500000,795.2431640625,4.31378565669653,16.1557376916756
15.00000000,788.624755859375,4.21877364134995,16.1803278555899
15.00500000,777.601135253906,4.15592400699239,16.2049180195042
15.01000000,721.680847167969,4.27107034843742,16.2295081834184
15.01500000,754.615966796875,4.21955703292305,16.278688511247
15.02000000,761.445739746094,4.22945640057655,16.3032786751612
15.02500000,717.506530761719,4.27991655123597,16.3278688390755
15.03000000,714.866455078125,4.34963279939713,16.3770491669041
15.03500000,755.851989746094,4.46733494171142,16.4016393308183
15.04000000,781.006896972656,4.41068793874755,16.4262294947326
15.04500000,757.60595703125,4.40152569165244,16.4754098225611
15.05000000,797.615844726563,4.50183804949671,16.4999999864754
15.05500000,784.479858398438,4.450124670896,16.5245901503897
15.06000000,741.80615234375,4.4300722959923,16.5491803143039
15.06500000,724.067504882813,4.45198994849182,16.5983606421325
15.07000000,741.039001464844,4.48402715749679,16.6229508060468
15.07500000,729.498840332031,4.39374334591703,16.647540969961
15.08000000,740.675048828125,4.43912195847806,16.6967212977896
15.08500000,818.488647460937,4.43987267937719,16.7213114617038
15.09000000,816.62548828125,4.42499979384852,16.7459016256181
15.09500000,794.971557617187,4.43836021965209,16.7950819534467
15.10000000,766.471069335938,4.48710620957424,16.8196721173609
15.10500000,751.047790527344,4.49461116808606,16.8442622812752
15.11000000,694.648742675781,4.49756623175251,16.8934426091037
15.11500000,702.7607421875,4.51716174759042,16.918032773018
15.12000000,748.736694335938,4.53991894264429,16.9426229369323
15.12500000,738.140014648438,4.52285578429814,16.9918032647608
15.13000000,727.173767089844,4.53078660469994,17.0163934286751
15.13500000,719.842834472656,4.52756132005917,17.0655737565036
15.14000000,729.057922363281,4.48776406894362,17.0901639204179
15.14500000,693.082336425781,4.39515741310004,17.1147540843322
15.15000000,725.568115234375,4.38908602174703,17.1639344121607
15.15500000,743.649719238281,4.45242146256625,17.188524576075
15.16000000,720.723327636719,4.4354054651372,17.2131147399893
15.16500000,697.826354980469,4.33023434147439,17.2377049039035
15.17000000,686.483581542969,4.42209933205957,17.2868852317321
15.17500000,678.12939453125,4.46528175619259,17.3114753956463
15.18000000,665.127807617187,4.50318586113199,17.3360655595606
15.18500000,746.057434082031,4.48544989112091,17.3852458873891
15.19000000,767.270385742188,4.42252298866429,17.4098360513034
15.19500000,742.339477539063,4.531100778334,17.4344262152177
15.20000000,706.292541503906,4.4526161071884,17.4836065430462
15.20500000,700.613403320312,4.3676496787078,17.5081967069605
15.21000000,683.213562011719,4.54197715282958,17.5327868708748
15.21500000,696.756896972656,4.44245494160787,17.5819671987033
15.22000000,781.207092285156,4.36492484576122,17.6065573626176
15.22500000,790.308776855469,4.46230921588,17.6311475265318
15.23000000,811.269775390625,4.44301285066445,17.6803278543604
15.23500000,807.668029785156,4.43274727786967,17.7049180182747
15.24000000,803.286560058594,4.43469444956705,17.7295081821889
15.24500000,747.597229003906,4.42825299766256,17.7786885100175
15.25000000,761.23291015625,4.4248832630689,17.8032786739317
15.25500000,834.166748046875,4.40575605619049,17.827868837846
15.26000000,843.120056152344,4.41014755366587,17.8770491656746
15.26500000,845.736328125,4.39188077361605,17.9016393295888
15.27000000,830.56640625,4.43367007481892,17.9262294935031
15.27500000,830.864562988281,4.44913623647643,17.9754098213316
15.28000000,773.930786132813,4.41691771326275,17.9999999852459
15.28500000,786.32763671875,4.36126477335857,18.0245901491602
15.29000000,797.263061523437,4.34452842455089,18.0491803130744
