CPU:202206051247_Univ of Missouri.CSV
TimeStamp,RecordNumber,TestDuration_mSec,SchoolNumber,Load,PulsePeriod_uSec,SpeedMPH,SpeedC,SpeedCount,Dist,Dist_SpeedC,Dist_Speed,Power1,Distlast,PulseRaw,PulseTotal
'06/05/2022 12:47:18.400,13941,0,7,0.686863,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:47:18.600,13942,200,7,3.737148,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:47:18.800,13943,400,7,7.878895,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:47:19,13944,600,7,884.2483,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:47:19.200,13945,800,7,2.44017,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:47:19.400,13946,1000,7,36.5808,5.01348e+07,0.08382597,0.1229448,0.1229448,0.02458895,0.02458895,0.02458895,0.006097678,0.02458895,1,1
'06/05/2022 12:47:19.600,13947,1200,7,4.413132,5.01348e+07,0.0003344023,0.0004904568,0,0.02458895,0.02468704,0.02458895,2.934601e-06,0.02458895,0,1
'06/05/2022 12:47:19.800,13948,1400,7,6.222908,531013.5,0.03157207,0.0463057,0.1229448,0.0491779,0.03394818,0.0491779,0.0003906872,0.0491779,1,2
'06/05/2022 12:47:20,13949,1600,7,11.1256,531013.5,0.03157207,0.0463057,0,0.0491779,0.04320932,0.0491779,0.0006984883,0.0491779,0,2
'06/05/2022 12:47:20.200,13950,1800,7,11.71196,531013.5,0.03157207,0.0463057,0,0.0491779,0.05247046,0.0491779,0.0007353012,0.0491779,0,2
'06/05/2022 12:47:20.400,13951,2000,7,9.059978,511774.5,0.03275895,0.04804646,0.1229448,0.07376685,0.06207975,0.07376685,0.0005901874,0.07376685,1,3
'06/05/2022 12:47:20.600,13952,2200,7,11.5094,511774.5,0.03275895,0.04804646,0,0.07376685,0.07168904,0.07376685,0.0007497482,0.07376685,0,3
'06/05/2022 12:47:20.800,13953,2401,7,9.34572,511774.5,0.03275895,0.04804646,0,0.07376685,0.08129833,0.07376685,0.0006088012,0.07376685,0,3
'06/05/2022 12:47:21,13954,2600,7,9.135244,NAN,0,0,0,0.07376685,0.08129833,0.07376685,0,0.07376685,0,3
'06/05/2022 12:47:21.200,13955,2800,7,8.597135,914127,0.01834011,0.02689883,0.1229448,0.0983558,0.0866781,0.0983558,0.0003135368,0.0983558,1,4
'06/05/2022 12:47:21.400,13956,3000,7,10.75341,914127,0.01834011,0.02689883,0,0.0983558,0.09205786,0.0983558,0.0003921762,0.0983558,0,4
'06/05/2022 12:47:21.600,13957,3200,7,11.39772,914127,0.01834011,0.02689883,0,0.0983558,0.09743762,0.0983558,0.000415674,0.0983558,0,4
'06/05/2022 12:47:21.800,13958,3400,7,11.00519,494037.5,0.03393507,0.04977143,0.1229448,0.1229448,0.1073919,0.1229448,0.000742641,0.1229448,1,5
'06/05/2022 12:47:22,13959,3600,7,7.664867,494037.5,0.03393507,0.04977143,0,0.1229448,0.1173462,0.1229448,0.0005172329,0.1229448,0,5
'06/05/2022 12:47:22.200,13960,3800,7,5.678362,494037.5,0.03393507,0.04977143,0,0.1229448,0.1273005,0.1229448,0.0003831816,0.1229448,0,5
'06/05/2022 12:47:22.400,13961,4000,7,4.018894,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:22.600,13962,4200,7,10.33165,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:22.800,13963,4400,7,13.11329,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:23,13964,4600,7,10.0317,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:23.200,13965,4800,7,7.8319,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:23.400,13966,5000,7,8.038158,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:23.600,13967,5200,7,6.95706,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:23.800,13968,5400,7,7.343748,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:24,13969,5600,7,5.716919,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:24.200,13970,5800,7,6.718607,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:24.400,13971,6000,7,7.910645,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:24.600,13972,6200,7,10.8406,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:24.800,13973,6400,7,11.44745,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:25,13974,6600,7,7.45387,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:25.200,13975,6800,7,7.253755,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:25.400,13976,7000,7,4.393076,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:25.600,13977,7200,7,4.432966,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:25.800,13978,7400,7,9.060867,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:26,13979,7600,7,9.668541,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:26.200,13980,7800,7,7.783796,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:26.400,13981,8000,7,9.291474,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:26.600,13982,8200,7,7.429154,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
'06/05/2022 12:47:26.800,13983,8400,7,6.188496,NAN,0,0,0,0.1229448,0.1273005,0.1229448,0,0.1229448,0,5
