CPU:202206051237_Purdue.CSV
TimeStamp,RecordNumber,TestDuration_mSec,SchoolNumber,Load,PulsePeriod_uSec,SpeedMPH,SpeedC,SpeedCount,Dist,Dist_SpeedC,Dist_Speed,Power1,Distlast,PulseRaw,PulseTotal
'06/05/2022 12:37:45.800,13067,0,11,73.34438,1.742147e+08,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:46,13068,200,11,104.4921,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:46.200,13069,400,11,66.82544,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:46.400,13070,600,11,118.0927,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:46.600,13071,800,11,68.83866,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:46.800,13072,1000,11,103.6624,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:47,13073,1200,11,76.64341,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:47.200,13074,1400,11,107.9478,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:47.400,13075,1600,11,85.12976,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:47.600,13076,1800,11,90.84721,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:47.800,13077,2000,11,88.25886,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:48,13078,2200,11,88.84545,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:48.200,13079,2400,11,102.0117,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:48.400,13080,2600,11,82.97896,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:48.600,13081,2800,11,90.76454,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:48.800,13082,3000,11,120.5285,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:49,13083,3200,11,100.2585,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:49.200,13084,3400,11,93.12442,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:49.400,13085,3600,11,64.71422,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:49.600,13086,3800,11,114.1007,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:49.800,13087,4000,11,108.491,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:50,13088,4200,11,85.13287,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:50.200,13089,4400,11,125.8028,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:50.400,13090,4600,11,91.84519,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:50.600,13091,4801,11,110.8738,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:50.800,13092,5000,11,111.4126,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:51,13093,5200,11,91.17594,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:51.200,13094,5400,11,130.1148,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:51.400,13095,5600,11,91.41818,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:51.600,13096,5800,11,118.4441,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:51.800,13097,6000,11,130.9,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:52,13098,6200,11,109.9718,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:52.200,13099,6400,11,165.4358,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:52.400,13100,6600,11,393.6685,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:52.600,13101,6800,11,443.2159,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:52.800,13102,7000,11,434.2365,7431038,0,0,0,0,0,0,0,0,0,0
'06/05/2022 12:37:53,13103,7200,11,444.1539,219455.2,0.08382597,0.1229448,0.1229448,0.02458895,0.02458895,0.02458895,0.07403634,0.02458895,1,1
'06/05/2022 12:37:53.200,13104,7400,11,1065.809,183108.3,0.09155888,0.1342864,0.1229448,0.0491779,0.05144622,0.0491779,0.1940496,0.0491779,1,2
'06/05/2022 12:37:53.400,13105,7600,11,1434.33,47542.58,0.3526354,0.5171985,0.6147238,0.1721227,0.1548859,0.1721227,1.005791,0.1721227,5,7
'06/05/2022 12:37:53.600,13106,7800,11,1810.203,34473.78,0.4863172,0.7132653,0.6147237,0.2950674,0.297539,0.2950674,1.750571,0.2950674,5,12
'06/05/2022 12:37:53.800,13107,8000,11,1188.826,22678.07,0.7392689,1.084261,1.106503,0.5163679,0.5143912,0.5163679,1.747647,0.5163679,9,21
'06/05/2022 12:37:54,13108,8201,11,989.8526,12364.75,1.355887,1.988634,1.844171,0.8852022,0.9121179,0.8852022,2.668866,0.8852022,15,36
'06/05/2022 12:37:54.200,13109,8400,11,922.7517,9053.266,1.851839,2.716031,2.58184,1.40157,1.455324,1.40157,3.397981,1.40157,21,57
'06/05/2022 12:37:54.400,13110,8600,11,479.2904,8273.111,2.026468,2.972153,3.073618,2.016294,2.049755,2.016294,1.931396,2.016294,25,82
'06/05/2022 12:37:54.600,13111,8800,11,711.2589,8599.956,1.949451,2.859195,2.827729,2.58184,2.621593,2.58184,2.757229,2.58184,23,105
'06/05/2022 12:37:54.800,13112,9000,11,945.2333,7154.278,2.34338,3.436957,3.319508,3.245741,3.308985,3.245741,4.404682,3.245741,27,132
'06/05/2022 12:37:55,13113,9200,11,819.4036,7020.294,2.388104,3.502553,3.442453,3.934232,4.009496,3.934232,3.891204,3.934232,28,160
'06/05/2022 12:37:55.200,13114,9400,11,830.875,6485.988,2.584833,3.791088,3.811288,4.696489,4.767714,4.696489,4.270719,4.696489,31,191
'06/05/2022 12:37:55.400,13115,9600,11,809.401,6183.61,2.711231,3.976472,3.934231,5.483336,5.563008,5.483336,4.363782,5.483336,32,223
'06/05/2022 12:37:55.600,13116,9800,11,760.3618,5916.222,2.833766,4.156191,4.180122,6.31936,6.394246,6.31936,4.284668,6.31936,34,257
'06/05/2022 12:37:55.800,13117,10000,11,834.1942,5680.074,2.95158,4.328984,4.303067,7.179973,7.260042,7.179973,4.896148,7.179973,35,292
'06/05/2022 12:37:56,13118,10200,11,871.3818,5580.7,3.004138,4.406069,4.303067,8.040586,8.141256,8.040586,5.205485,8.040586,35,327
