CPU:202206051435_Univ of Nebraska.CSV
TimeStamp,RecordNumber,TestDuration_mSec,SchoolNumber,Load,PulsePeriod_uSec,SpeedMPH,SpeedC,SpeedCount,Dist,Dist_SpeedC,Dist_Speed,Power1,Distlast,PulseRaw,PulseTotal
'06/05/2022 14:35:37.400,20335,0,2,113.7726,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:37.600,20336,200,2,97.00236,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:37.800,20337,400,2,98.86839,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:38,20338,601,2,106.1159,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:38.200,20339,800,2,104.7768,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:38.400,20340,1000,2,109.517,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:38.600,20341,1201,2,102.6012,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:38.800,20342,1400,2,101.1641,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:39,20343,1600,2,98.63297,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:39.200,20344,1800,2,115.9134,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:39.400,20345,2000,2,101.0314,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:39.600,20346,2200,2,119.842,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:39.800,20347,2400,2,101.3975,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:40,20348,2600,2,101.9225,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:40.200,20349,2800,2,91.89073,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:40.400,20350,3000,2,92.57546,NAN,0,0,0,0,0,0,0,0,0,0
'06/05/2022 14:35:40.600,20351,3200,2,108.2488,NAN,0,0,0,0,0,0,0,0,0,0
